KakaoTalk Chats 자전컴과방 (27)
Date Saved : 1:13PM, January 21, 2014


11:36AM, March 8, 2013
11:00PM, November 25, 2013, 이현제 : ㅇㅇ 동원관 3층
11:05PM, November 25, 2013, 정형식프원 : 헐 나 농식갈뻔ㅋㅋㅋㅋ 다들 감사요
11:06PM, November 25, 2013, 이현제 : 형...ㅋㅋㅋ 농식 윗층은 두레미담이요....ㅋㅋㅋㅋ
11:07PM, November 25, 2013, 오성민 : 나도 농식갈뻔 ㅋㅋㅋ

12:10AM, November 26, 2013
12:10AM, November 26, 2013, 노승은 : *되나요
12:12AM, November 26, 2013, 이다솔 : 역시
12:12AM, November 26, 2013, 이다솔 : 맞춤법수업의힘이군
12:13AM, November 26, 2013, 동권 : ㅋㅋㅋㅋ
12:18AM, November 26, 2013, 안석찬 : 자전ㅡ컴공끼리 교수님뵙는거에요?
12:18AM, November 26, 2013, 안석찬 : 컴공아직미진입이라
12:18AM, November 26, 2013, 안석찬 : 논설재밌네요
12:18AM, November 26, 2013, 안석찬 : ㅎㅎ
12:19AM, November 26, 2013, 이현제 : ㄷㄷ 산공 컴공이라니
12:19AM, November 26, 2013, 호정 : 그렇겜공으로...
12:19AM, November 26, 2013, 호정 : 컴공
12:21AM, November 26, 2013, 김성학 : 겜공
12:21AM, November 26, 2013, 이다솔 : 겜공ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
12:21AM, November 26, 2013, 전민영 cls11이조 : 겜공 설계전공인가
12:21AM, November 26, 2013, 이다솔 : 게임만드는덴가보겜
12:22AM, November 26, 2013, 김성학 : 누나 겜공은 윗공대겜 아랫공대겜?
12:22AM, November 26, 2013, 안석찬 : 산공던졌어요ㅋㅋㅋ
12:22AM, November 26, 2013, 안석찬 : 거긴아무것도안만들어서
12:22AM, November 26, 2013, 안석찬 : 노잼
12:22AM, November 26, 2013, 이다솔 : 성학아 왜그래재미없겜
12:23AM, November 26, 2013, 안석찬 : 그러겜
12:23AM, November 26, 2013, 김성학 : ㅠ.ㅠ
12:23AM, November 26, 2013, 호정 : 너는컴공이겜아니겜
12:23AM, November 26, 2013, 호정 : ㅈㅅ
12:23AM, November 26, 2013, 이다솔 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
12:23AM, November 26, 2013, 호정 : 산공재미없어...
12:24AM, November 26, 2013, 안석찬 : 그래서그날어느교수님뵈요?
12:24AM, November 26, 2013, 호정 : 이광근교수님
12:24AM, November 26, 2013, 김성학 : !
12:24AM, November 26, 2013, 안석찬 : 갓광근
12:24AM, November 26, 2013, 안석찬 : !
12:24AM, November 26, 2013, 김성학 : 저..저도 밥먹을꺼야!
12:24AM, November 26, 2013, 김성학 : 는 열두시반~두시 선대라서 시간이 안맞겠죠 ㅜ
12:24AM, November 26, 2013, 안석찬 : 꼽살끼고싶다ㅋㅋ
12:25AM, November 26, 2013, 안석찬 : 혹시미진입생중가는사람있나요?
12:25AM, November 26, 2013, 김성학 : (이모티콘_Muzi and Friends)맛있게 드세요~
12:25AM, November 26, 2013, 이다솔 : 맛잇게먹을겜
12:25AM, November 26, 2013, 이다솔 : ㅠㅠ이제재미업당
12:27AM, November 26, 2013, 호정 : ㅋㅋㅋㅋㅋㅋ바보
12:27AM, November 26, 2013, 호정 : 그냥메일보내고껴서와ㅋㅋ좋아하실듯
12:31AM, November 26, 2013, 유경인 : 겜ㅋㅋㅋㅋㅋㅋㅋ
12:18PM, November 26, 2013, 최석원 호바스자전 : 도착 하신분잇나요??ㅋㅋ
12:18PM, November 26, 2013, 이현제 : 나랑 종석이는 220동
12:26PM, November 26, 2013, 이소명 : 아 오늘이 광근교수님이랑 밥먹는날이야??
12:27PM, November 26, 2013, you : 석원아 나 도착. 넌 어디냐?
12:30PM, November 26, 2013, 유경인 : ㅇㅇ
12:30PM, November 26, 2013, 유경인 : 지각...ㅋㅋ
12:32PM, November 26, 2013, 이소명 : 지각이 아니라 안가 ㅋㅋㅋㅋ
12:32PM, November 26, 2013, 유경인 : 내가 지각이라고
12:32PM, November 26, 2013, 유경인 : 착각자제여
12:32PM, November 26, 2013, 유경인 : ㅎㅎ
12:37PM, November 26, 2013, 오성민 : 소명이 설레발
2:16PM, November 26, 2013, 오성민 : ㅈㅈㅎ 기말 12일 수업시간
3:42PM, November 26, 2013, 이현제 : 혹시 윗공대이신 분 중에 수업 끝나고 아랫동네 들렀다 가실 예정이신 분 있나요?

1:04PM, November 29, 2013
1:04PM, November 29, 2013, 오성민 : 근데있잖아 ㅋㅋㅋ 컴프 숙제 제출할때 너네 student id에 - 넣어?

12:54PM, December 2, 2013
12:54PM, December 2, 2013, 유경인 : 302에서 중도가는.제일빠른길이뭘까요
12:56PM, December 2, 2013, 이소명 : 긱사 삼거리에서 내려서 인문대로 걸어가
12:59PM, December 2, 2013, 유경인 : 중도접근성 거지같네
12:59PM, December 2, 2013, 유경인 : 셔틀에서멀어
1:06PM, December 2, 2013, 이다솔 : 걍셔틀타고행정관앞에서내려
1:30PM, December 2, 2013, 오영진 : 긱삼이 빠르긴할듯
1:30PM, December 2, 2013, 동권 : 그냥 걸어가
2:58PM, December 2, 2013, 동권 : 프원듣는분들
2:59PM, December 2, 2013, 동권 : 지금 진도 어디나가요?
2:59PM, December 2, 2013, 유경인 : 멀라여
2:59PM, December 2, 2013, 유경인 : ㅋㅋㅋㅋ
2:59PM, December 2, 2013, 유경인 : 모듈계속하고잇나
3:06PM, December 2, 2013, 정형식프원 : 피피티는 끝나서
3:07PM, December 2, 2013, 정형식프원 : 오늘 뭐할지 궁금
3:07PM, December 2, 2013, 호정 : 출석부를거같아요ㅋㅋ마지막으로
3:11PM, December 2, 2013, 동권 : 글쿠나
3:11PM, December 2, 2013, 동권 : ㄱㅅㄱㅅ

2:48PM, December 3, 2013
2:48PM, December 3, 2013, 오성민 : 누가 덕형이 번호좀 알려줘염
2:49PM, December 3, 2013, 전민영 cls11이조 : <Contacts 윤덕형11>
2:52PM, December 3, 2013, 오성민 : 땡스!
5:36PM, December 3, 2013, 오성민 : 아시밤 좀늦을거같다 괜찬냐 ㅠㅠ

8:59PM, December 5, 2013
8:59PM, December 5, 2013, 오성민 : 혹시
8:59PM, December 5, 2013, 오성민 : 장병탁 교수님 어떤지 아는분?
9:00PM, December 5, 2013, 오성민 : 친구가 그쪽 대학원 진학 좀 생각잇다는데 어떤지 몰라서 물어보네여
9:00PM, December 5, 2013, 조현익 : 영어를 못하십니다
9:00PM, December 5, 2013, 조현익 : 영어수업이 매우 지루합니다
9:00PM, December 5, 2013, 조현익 : ㅋㅋㅋㅋㅋ
9:01PM, December 5, 2013, 오성민 : ㅋㅋㅋㅋㅋㅋㅋㅋ 대학원은
9:02PM, December 5, 2013, 이현제 : 제가 알기론 성호 형 설계전공 지도교수님이실 텐데...
9:03PM, December 5, 2013, 오성민 : 아그래? 성호한테도 물바여겟군

10:43AM, December 9, 2013
10:43AM, December 9, 2013, 동권 : 종석아
10:43AM, December 9, 2013, 동권 : 프언 종강했어?
12:24PM, December 9, 2013, 호정 : 동권아컴구범위뭐래?
3:15PM, December 9, 2013, 동권 : 시퀀셜 다음부터 끝까지
3:16PM, December 9, 2013, 동권 : 근데 중간범위에서 20프로 낸대 ㅋㅋㅋ 헬
3:49PM, December 9, 2013, 호정 : ㅋㅋㅋ쌩유쌩유
3:50PM, December 9, 2013, 동권 : 호정아 넌 쓰는거 안해도 되지?
3:50PM, December 9, 2013, 동권 : 지각 다 사면이고
3:50PM, December 9, 2013, 동권 : 30장에서 10장으로 줄어듬
6:39PM, December 9, 2013, 호정 : 헐
6:39PM, December 9, 2013, 호정 : 지각사면임?
6:39PM, December 9, 2013, 호정 : ????
6:39PM, December 9, 2013, 호정 : 헐
6:39PM, December 9, 2013, 호정 : 나 지각땜에 3.5인데
6:39PM, December 9, 2013, 호정 : (으으)////////
6:40PM, December 9, 2013, 호정 : 아싸(반함)(반함)(반함)(반함)(반함)
6:40PM, December 9, 2013, 동권 : ㅋㅋㅋㅋㅋ
6:40PM, December 9, 2013, 동권 : 나도 3에서 2로 ㅋㅋㅋ
6:40PM, December 9, 2013, 동권 : 햄볶...
6:40PM, December 9, 2013, 호정 : 나시험끝나고맘잡고
6:40PM, December 9, 2013, 호정 : 하루만에다써버려야지
6:40PM, December 9, 2013, 호정 : 3.5면육십쪽인가삼십쪽인가
6:40PM, December 9, 2013, 호정 : 고민했었음ㅋㅋㅋㅋㅋ
6:43PM, December 9, 2013, 동권 : 지각 없어지면
6:43PM, December 9, 2013, 동권 : 너도 안써더되지?
10:54PM, December 9, 2013, 호정 : 응아마?? 그럼 2 안됨!

3:31AM, December 11, 2013
3:31AM, December 11, 2013, 호정 : 컴구하는사람...
3:31AM, December 11, 2013, 은진수 cls 10 : 동권이ㅋㅋㅋ
3:31AM, December 11, 2013, 동권 : 와
3:31AM, December 11, 2013, 동권 : 호정이깨있네
3:31AM, December 11, 2013, 동권 : 나 이제 메모리 시작
3:31AM, December 11, 2013, 동권 : 인생끝이단ㅋㅋㅋ
3:31AM, December 11, 2013, 호정 : stall이랑 bubble ret이랑 lw use랑 얘네 왜 이렇게 됨?
3:32AM, December 11, 2013, 호정 : 메모리뭐지
3:32AM, December 11, 2013, 호정 : 아
3:32AM, December 11, 2013, 동권 : ??
3:32AM, December 11, 2013, 호정 : ㅋㅋㅋㅋㅋㅋ버블이랑스톨.....
3:32AM, December 11, 2013, 호정 : 이뭐야
3:32AM, December 11, 2013, 동권 : 버블은 지금 파이프라인에 들어온 내용 취소하고 노피로 만들어주는거고
3:32AM, December 11, 2013, 호정 : 왜두개가달라 없애버리는 거랑 딜레이의 차이로 이해했는데
3:32AM, December 11, 2013, 동권 : 스톨은 실행 안하고 대기
3:32AM, December 11, 2013, 호정 : 아오키오키...
3:32AM, December 11, 2013, 호정 : 근데 ret.에서
3:33AM, December 11, 2013, 동권 : 그게 그런 상태라는거같음
3:33AM, December 11, 2013, 동권 : 페치는 스톨 시켜놓고
3:33AM, December 11, 2013, 동권 : 디코드부분을 계속 버블처리하라는거같아 3클락동안
3:34AM, December 11, 2013, 호정 : 음....그렇구나.... 여기부분이 젤 어려운듯....
3:34AM, December 11, 2013, 호정 : 쌩유!
3:35AM, December 11, 2013, 동권 : 너 다 봄?
3:35AM, December 11, 2013, 동권 : 하...컴구 중간점수 생각할때마다 의욕상실
3:35AM, December 11, 2013, 호정 : ㅋㅋㅋㅋ
3:35AM, December 11, 2013, 호정 : 나는퍼포먼스남음
3:35AM, December 11, 2013, 동권 : 오
3:35AM, December 11, 2013, 동권 : 메모리 다 봣어?
3:35AM, December 11, 2013, 호정 : misspredic은 왜 decode에서 버블임?
3:35AM, December 11, 2013, 호정 : ㅇㅇ
3:35AM, December 11, 2013, 호정 : 물어봐ㅋㅋㅋㅋ
3:35AM, December 11, 2013, 동권 : 난 이제 봐야함ㅋㅋ
3:36AM, December 11, 2013, 호정 : ㅜ파이프라인진도가안나감
3:36AM, December 11, 2013, 동권 : 점프태그 다음 인스트럭션 두개를 딜레이시켜야대니깐ㅇㅇ
3:36AM, December 11, 2013, 동권 : 아니 딜레이가아니라 취소
3:36AM, December 11, 2013, 동권 : 그니까 그림대로 버블 두개 넣으면
3:36AM, December 11, 2013, 동권 : 그렇게댐
3:37AM, December 11, 2013, 호정 : 그니까
3:38AM, December 11, 2013, 호정 : 아오키오키....
5:05AM, December 11, 2013, 동권 : 컨플릭트미스는 뭐지??
6:13AM, December 11, 2013, 호정 : 그거는 캐시사이즈가 부족한 게 아니라 서로 다른 주소가진 애들이 같은 블락을 계속 참조하는 거야
6:13AM, December 11, 2013, 동권 : 그쿤
6:13AM, December 11, 2013, 호정 : 그럼 계속 다시 매핑이 되니까 캐싱 이용하는 유인이 사랏시는거
6:13AM, December 11, 2013, 동권 : 아 근데
6:14AM, December 11, 2013, 동권 : 이시간되니까
6:14AM, December 11, 2013, 동권 : 머리가안동아간드
6:14AM, December 11, 2013, 호정 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ배만고픔
6:14AM, December 11, 2013, 동권 : 이제 16171819봐야되는데
6:14AM, December 11, 2013, 동권 : 언제다봐이거 ㅋㅋㅋ
6:14AM, December 11, 2013, 호정 : ㅋㅋㅋㅋ한시간이라도자야지...통학의슬픔ㅜ
6:14AM, December 11, 2013, 동권 : 15도 보다가 중간에 포기함
6:14AM, December 11, 2013, 호정 : 그게머임ㅋㅋㅋㅋ
6:14AM, December 11, 2013, 호정 : VM이나봐
6:14AM, December 11, 2013, 호정 : TLB
6:14AM, December 11, 2013, 동권 : ㅇㅇ 그러려고...
6:14AM, December 11, 2013, 동권 : 캐시메모리 너무 똑같은소리만
6:14AM, December 11, 2013, 동권 : 계속해
6:15AM, December 11, 2013, 호정 : 맞아
6:15AM, December 11, 2013, 동권 : 그래서 걍 집어치움
6:15AM, December 11, 2013, 호정 : 버추얼보면
6:15AM, December 11, 2013, 동권 : 애드립으로 처리해야지
6:15AM, December 11, 2013, 호정 : 캐시랑똑같아서
6:15AM, December 11, 2013, 호정 : 하나알면걍다커버가능해!
6:15AM, December 11, 2013, 동권 : 티엘비가근데
6:15AM, December 11, 2013, 동권 : 대충 뭐야?
6:15AM, December 11, 2013, 호정 : 테이블캐싱
6:15AM, December 11, 2013, 호정 : 그
6:15AM, December 11, 2013, 호정 : 테이블어쩌구 캐싱한거
6:16AM, December 11, 2013, 동권 : 호오
6:16AM, December 11, 2013, 동권 : 일단 봐야겟다
6:16AM, December 11, 2013, 호정 : 가상주소가 피지컬 주소 가질때
6:16AM, December 11, 2013, 동권 : 크어 두시간남아땅
6:16AM, December 11, 2013, 동권 : ㅇㅇ
6:16AM, December 11, 2013, 호정 : 밭을때 뭇슨 테이블을 통해서 메인메모리에 그 ㅇ읽으려는 게 캐싱되어 옸는 지를 확인하는 게 무슨테이블 이거임
6:17AM, December 11, 2013, 호정 : 이테이블에서 PTE인가 이거를 받아서 PTE에 PPN이 함께 있는데 얘를 이용해서 메인메모리의 데이터를 참조하는 거 
6:18AM, December 11, 2013, 동권 : 해시테이블이랑 비슷하네
6:18AM, December 11, 2013, 동권 : 호정이 진짜
6:18AM, December 11, 2013, 호정 : ㅇㅇㅇ!!
6:18AM, December 11, 2013, 동권 : 하드웨어 신이네
6:18AM, December 11, 2013, 호정 : 헐키..?
6:18AM, December 11, 2013, 동권 : 난 하드웨어 토나와서 쳐다보기도싫던데
6:18AM, December 11, 2013, 동권 : 공부하는 이순간에도 하기싫음
6:18AM, December 11, 2013, 호정 : ㅋㅋㅋ난컴구좋음
6:18AM, December 11, 2013, 동권 : 민교수님 랩 가 ㅋㅋ
6:18AM, December 11, 2013, 호정 : 비록벼락치기여ㅉㅣ지만
6:18AM, December 11, 2013, 호정 : ㅋㅋㅋㅋ좀고민중
6:19AM, December 11, 2013, 동권 : 내용자체는 좋은데
6:19AM, December 11, 2013, 동권 : 시험보려고 공부하기레
6:19AM, December 11, 2013, 동권 : 에
6:19AM, December 11, 2013, 동권 : 하드웨어는 나한테 너무 빡침
6:19AM, December 11, 2013, 동권 : 슈퍼암기ㅡ
6:19AM, December 11, 2013, 호정 : 맞아 외울거짱많음...
6:22AM, December 11, 2013, 동권 : 흐으어어어어
6:22AM, December 11, 2013, 동권 : 호정아ㅠㅠㅠ
6:22AM, December 11, 2013, 동권 : 울고싶어짐 ㅠㅠ
8:11AM, December 11, 2013, 오성민 : 둘다화이팅!!
10:51AM, December 11, 2013, 동권 : 흐어
10:51AM, December 11, 2013, 동권 : 영혼빠진다
10:51AM, December 11, 2013, 동권 : 졸다가 시험 5분전에 깸ㅋㅋㅋㅋ
10:51AM, December 11, 2013, 동권 : 8시20분인줄알고 아 좋아 한시간동안 마저 다 보고 가자 했는데
10:51AM, December 11, 2013, 동권 : 9시20분ㅋㅋㅋㅋㅋ
10:52AM, December 11, 2013, 동권 : 5분만에 밤새 한 분량보다 더많이보고감ㅋㅋㅋㅋ
10:58AM, December 11, 2013, 호정 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
10:58AM, December 11, 2013, 동권 : 그래도 아는건 다 썼다
10:59AM, December 11, 2013, 동권 : 전전회공부헤야지이제
11:10AM, December 11, 2013, 호정 : 올ㅋㅋㅋ
11:10AM, December 11, 2013, 호정 : 나는시험끝!!
11:14AM, December 11, 2013, 이소명 : 노호정 안드로이드 다함?
11:18AM, December 11, 2013, 동권 : 헐 종강?
11:22AM, December 11, 2013, 호정 : 안드로이드 그건 이따 다시 얘기해봐야 되고 프원이랑 컴구 과제 빼면 종강!
11:22AM, December 11, 2013, 호정 : 헿
11:23AM, December 11, 2013, 호정 : 근데 내일 컴공세있어요 여러분
11:23AM, December 11, 2013, 최석원 호바스자전 : 오오오오오오오
11:23AM, December 11, 2013, 최석원 호바스자전 : (축하)(축하)(축하)(축하)
11:23AM, December 11, 2013, 이소명 : 근데 이티엘 다들 안 들어가지나요
11:27AM, December 11, 2013, 호정 : 들어가짐!
11:30AM, December 11, 2013, 이다솔 : 컴공세2.6번까지빠져도되져?
11:31AM, December 11, 2013, 최석원 호바스자전 : 다솔 왜 종강 -1001일이야??
11:32AM, December 11, 2013, 이다솔 : 헿
11:32AM, December 11, 2013, 이다솔 : 허세야허세
11:32AM, December 11, 2013, 호정 : ㅋㅋㅋㅋㅋ
11:32AM, December 11, 2013, 최석원 호바스자전 : (이모티콘_Frodo and Friends)
10:49PM, December 11, 2013, 유경인 : 다솔이가 컴프숙제중에
10:49PM, December 11, 2013, 유경인 : 이탤릭체로프린트 어케하냐고
10:49PM, December 11, 2013, 유경인 : 물어보네요
10:49PM, December 11, 2013, 유경인 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
10:50PM, December 11, 2013, 유경인 : 바보ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
10:50PM, December 11, 2013, 동권 : ㅋㅋㅋㅋ 기요미
10:50PM, December 11, 2013, 동권 : 종석아
10:50PM, December 11, 2013, 동권 : 프언 몇점나옴?
10:50PM, December 11, 2013, 동권 : 여기없네
10:51PM, December 11, 2013, 동권 : 나 89.99점나와서 에이제로나옴!ㅋㅋㅋㅋ
10:51PM, December 11, 2013, 동권 : 0.01점만더줘....
10:56PM, December 11, 2013, 이다솔 : 하하

1:15PM, December 12, 2013
1:15PM, December 12, 2013, 유경인 : 셤어디죠
1:24PM, December 12, 2013, 오성민 : 301 118
1:26PM, December 12, 2013, 오성민 : 버스 다니지?
1:53PM, December 12, 2013, 호정 : 네아직

4:53PM, December 13, 2013
4:53PM, December 13, 2013, 이다솔 : 요로분．．．．학교근처나학교안에서ＬＥＤ구할수잇는데가어디가이슬까요？？
4:54PM, December 13, 2013, 안석찬 : 하드웨어실습실
4:55PM, December 13, 2013, 유경인 : ㅋㅋㅋ하실
5:03PM, December 13, 2013, 이다솔 : ．．．．．

1:21PM, December 14, 2013
1:21PM, December 14, 2013, 호정 : 미대생한테물어봐봐
1:21PM, December 14, 2013, 호정 : 가서막사오던데
1:30PM, December 14, 2013, 조현익 : 미대생 등장(...)
1:31PM, December 14, 2013, 조현익 : 보통 을지로 가서 삽니다
1:31PM, December 14, 2013, 조현익 : 을지로/청계로쪽 조명상점들 많은 곳으로 가면
1:32PM, December 14, 2013, 조현익 : 조명용 led 많이팔고
1:33PM, December 14, 2013, 조현익 : 전기회로 부품 led는 골목에 있는 곳에 많이 있어요
1:33PM, December 14, 2013, 조현익 : IC칩이라던거 이런거 파는곳
1:34PM, December 14, 2013, 이다솔 : 혹시자가LED??이럼건옵나요
1:34PM, December 14, 2013, 이다솔 : 빵판에안꽂아도걍스위치거튼거달려잇어서맘대로껏다켯다할수잇는거요!
